,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,Assessment_Date,Age(days),device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
213,Smart Phone,07804199,Oppo,Neo,2017-07-13,2021-06-25,2022-02-14,1677,No,Yes,Yes,Good,12.6,Good
214,Laptop,90873089,Dell,Vostro,2014-05-23,2021-01-22,2022-02-15,2825,No,Yes,No,Good,15.2,Good
215,Feature Phone,22723246,Samsung,215,2014-05-26,2021-03-29,2022-02-18,2825,No,No,No,Poor,1.71,Poor
216,Feature Phone,23883475,Samsung,215,2016-06-12,2021-02-16,2022-01-28,2056,Yes,Yes,Yes,Good,13.73,Good
217,Feature Phone,19645100,Samsung,125,2017-12-23,2021-06-27,2022-01-18,1487,No,Yes,No,Good,19.9,Good
218,Smart Phone,90354106,OnePlus,OnePlus nord,2019-08-12,2021-02-14,2022-01-13,885,No,Yes,No,Poor,1.89,Poor
219,Smart Phone,48174206,Oppo,A52,2015-05-17,2021-04-06,2022-01-25,2445,Yes,Yes,Yes,Poor,2.4,Poor
220,Smart Phone,54351721,Oppo,R1,2015-08-17,2021-02-17,2022-02-19,2378,No,Yes,No,Average,7.84,Average
221,Feature Phone,06191672,Nokia,125,2015-11-17,2021-06-19,2022-01-08,2244,No,No,No,Good,12.82,Good
222,Smart Phone,61255791,Apple,Iphone X,2016-11-14,2021-08-07,2022-01-07,1880,No,No,No,Poor,3.53,Poor
223,Smart Phone,95541020,Blackberry,Torch,2015-09-06,2021-01-26,2022-01-22,2330,No,Yes,Yes,Good,19.66,Good
224,Smart Phone,26762524,OnePlus,OnePlus nord,2018-05-20,2021-05-21,2022-01-23,1344,No,No,No,Average,6.6,Average
225,Feature Phone,82502621,Samsung,225,2015-08-06,2021-06-20,2022-01-18,2357,Yes,Yes,Yes,Poor,4.23,Poor
226,Feature Phone,68132187,Nokia,215,2018-11-06,2021-01-14,2022-01-25,1176,No,Yes,No,Poor,3.31,Poor
227,Laptop,34616765,HP,Probook,2014-04-19,2021-07-28,2022-01-08,2821,Yes,No,Yes,Average,7.38,Average
228,Smart Phone,05704163,Blackberry,Torch,2019-03-13,2021-07-13,2022-01-16,1040,No,No,Yes,Poor,4.42,Poor
229,Feature Phone,72111543,Samsung,225,2018-04-06,2021-04-26,2022-01-21,1386,No,No,No,Average,10.15,Average
230,Feature Phone,22227522,Samsung,215,2020-11-16,2021-03-19,2022-02-05,446,No,No,Yes,Poor,3.43,Poor
231,Feature Phone,66585237,Samsung,6300,2019-11-02,2021-07-20,2022-01-27,817,No,Yes,No,Good,13.72,Good
232,Smart Phone,94850116,Blackberry,Curve,2016-04-14,2021-07-09,2022-01-20,2107,Yes,Yes,Yes,Average,9.59,Average
233,Laptop,74323920,Apple,MacBook,2018-08-30,2021-01-23,2022-02-18,1268,No,No,No,Poor,1.44,Poor
234,Laptop,61617926,Dell,Inspiron,2015-08-03,2021-04-04,2022-01-05,2347,No,Yes,Yes,Average,9.47,Average
235,Smart Phone,33526690,Blackberry,Passport,2016-09-30,2021-05-10,2022-02-08,1957,Yes,No,Yes,Average,10.57,Average
236,Feature Phone,24566001,Nokia,215,2019-06-12,2021-01-29,2022-01-23,956,No,Yes,Yes,Average,6.51,Average
237,Smart Phone,25755282,Blackberry,Keyone,2018-04-01,2021-08-04,2022-01-03,1373,No,No,Yes,Poor,2.72,Poor
238,Feature Phone,67300730,Nokia,8000,2014-09-26,2021-01-01,2022-01-02,2655,Yes,Yes,Yes,Average,6.36,Average
239,Feature Phone,85361492,Samsung,215,2020-07-24,2021-06-04,2022-01-15,540,Yes,No,Yes,Good,19.71,Good
240,Feature Phone,86541374,Samsung,225,2015-08-14,2021-01-18,2022-01-30,2361,Yes,No,Yes,Poor,4.13,Poor
241,Laptop,26774220,Lenovo,ThinkPad,2018-11-10,2021-01-10,2022-01-21,1168,No,No,Yes,Poor,1.59,Poor
242,Smart Phone,98432318,Nokia,G300,2018-06-19,2021-03-25,2022-02-16,1338,No,No,No,Poor,1.45,Poor
243,Smart Phone,44503208,Blackberry,Torch,2015-03-06,2021-05-27,2022-02-08,2531,No,Yes,No,Poor,4.88,Poor
244,Feature Phone,24029872,Samsung,5310,2019-11-12,2021-02-14,2022-01-04,784,No,No,No,Average,7.5,Average
245,Feature Phone,85627857,Nokia,125,2014-02-24,2021-07-22,2022-01-21,2888,No,No,No,Average,8.82,Average
246,Feature Phone,56563283,Samsung,225,2015-05-24,2021-01-01,2022-01-08,2421,Yes,No,Yes,Average,9.23,Average
247,Feature Phone,47053007,Nokia,225,2017-11-14,2021-04-27,2022-02-10,1549,No,Yes,Yes,Good,17.12,Good
248,Feature Phone,66071310,Samsung,8000,2020-01-23,2021-03-15,2022-01-17,725,No,Yes,No,Good,16.55,Good
249,Smart Phone,65988282,Oppo,Neo,2016-09-11,2021-06-15,2022-02-09,1977,No,No,No,Average,6.57,Average
250,Laptop,72578469,Apple,MacBook,2017-12-03,2021-07-28,2022-01-17,1506,No,Yes,Yes,Good,13.83,Good
251,Smart Phone,84515803,Nokia,G50,2018-01-07,2021-02-25,2022-01-16,1470,Yes,No,Yes,Average,7.5,Average
252,Feature Phone,49461329,Nokia,215,2020-02-26,2021-04-10,2022-02-04,709,No,Yes,Yes,Average,10.11,Average
253,Smart Phone,73348368,Apple,Iphone 13,2016-11-14,2021-01-26,2022-01-25,1898,No,No,No,Average,9.62,Average
254,Laptop,18848441,Lenovo,ThinkPad,2020-06-01,2021-07-10,2022-01-26,604,No,Yes,No,Average,6.14,Average
255,Feature Phone,49901696,Samsung,125,2020-08-17,2021-06-21,2022-01-13,514,No,Yes,Yes,Poor,4.89,Poor
256,Feature Phone,32179521,Nokia,215,2019-03-21,2021-04-07,2022-01-14,1030,No,No,Yes,Average,8.5,Average
257,Smart Phone,39687807,OnePlus,OnePlus 6,2020-11-12,2021-05-31,2022-01-13,427,No,Yes,No,Good,17.3,Good
258,Smart Phone,79623742,Blackberry,Keyone,2020-04-24,2021-04-22,2022-02-18,665,Yes,Yes,Yes,Average,10.71,Average
259,Smart Phone,01520484,Blackberry,Torch,2018-08-25,2021-08-05,2022-02-04,1259,No,No,Yes,Poor,2.24,Poor
260,Laptop,20712921,Dell,Inspiron,2016-10-08,2021-01-14,2022-01-10,1920,No,Yes,No,Good,17.42,Good
261,Smart Phone,52651427,Apple,Iphone XS,2017-01-20,2021-01-04,2022-01-16,1822,No,No,No,Poor,1.35,Poor
262,Laptop,24603355,Lenovo,ThinkPad,2019-03-06,2021-01-19,2022-01-22,1053,No,Yes,No,Poor,4.65,Poor
263,Laptop,38249365,Lenovo,Ideapad,2019-04-03,2021-02-08,2022-01-13,1016,No,Yes,No,Poor,4.92,Poor
264,Feature Phone,13335151,Nokia,6300,2014-08-08,2021-08-04,2022-01-24,2726,Yes,Yes,Yes,Good,16.97,Good
265,Laptop,52873232,Apple,ProBook,2020-02-16,2021-06-28,2022-01-06,690,No,No,No,Poor,1.42,Poor
266,Smart Phone,97535089,Samsung,Galaxy S9,2016-11-28,2021-03-15,2022-01-13,1872,No,No,No,Poor,1.53,Poor
267,Laptop,69148897,Lenovo,Ideapad,2014-11-09,2021-03-21,2022-01-22,2631,No,No,Yes,Good,18.36,Good
268,Feature Phone,00938990,Nokia,6300,2018-12-21,2021-07-18,2022-02-11,1148,Yes,Yes,Yes,Average,6.8,Average
269,Feature Phone,07207136,Nokia,215,2016-03-28,2021-05-10,2022-01-31,2135,No,No,No,Average,9.8,Average
270,Smart Phone,85519084,Nokia,C20 Plus,2018-08-04,2021-06-19,2022-02-11,1287,Yes,No,Yes,Good,13.99,Good
271,Feature Phone,94141610,Nokia,8000,2020-01-10,2021-04-22,2022-02-17,769,No,Yes,No,Good,13.52,Good
272,Laptop,27949290,HP,Pavilion,2019-09-22,2021-03-26,2022-01-29,860,No,No,No,Poor,3.29,Poor
273,Feature Phone,12527700,Nokia,5310,2019-07-02,2021-08-04,2022-01-07,920,No,No,No,Poor,2.48,Poor
274,Laptop,09381513,Apple,ProBook,2018-02-10,2021-02-05,2022-01-30,1450,No,No,Yes,Poor,3.51,Poor
275,Smart Phone,96003398,Apple,Iphone 6S,2016-04-27,2021-01-09,2022-01-16,2090,No,No,No,Poor,2.22,Poor
276,Laptop,72480885,Lenovo,Ideapad,2018-08-25,2021-07-29,2022-01-31,1255,No,No,Yes,Good,14.43,Good
277,Smart Phone,37171834,Samsung,Galaxy S9,2017-07-04,2021-07-25,2022-01-04,1645,No,No,Yes,Poor,2.84,Poor
278,Smart Phone,88019468,Samsung,Galaxy S9,2014-01-19,2021-06-24,2022-01-27,2930,Yes,Yes,Yes,Average,10.24,Average
279,Smart Phone,76250125,Oppo,A52,2017-06-09,2021-05-07,2022-02-17,1714,No,Yes,No,Average,6.77,Average
280,Smart Phone,00462570,Samsung,Galaxy J7 duo,2016-06-14,2021-05-18,2022-02-01,2058,No,Yes,No,Average,10.83,Average
281,Laptop,14084621,Dell,Inspiron,2019-05-01,2021-01-05,2022-01-11,986,No,Yes,Yes,Average,9.62,Average
282,Feature Phone,05173044,Samsung,8000,2018-09-01,2021-08-01,2022-01-18,1235,No,Yes,Yes,Average,10.3,Average
283,Smart Phone,63676976,Apple,Iphone X,2015-04-15,2021-05-27,2022-02-17,2500,No,Yes,No,Poor,1.19,Poor
284,Laptop,19258973,Dell,Vostro,2018-12-02,2021-04-04,2022-01-12,1137,No,Yes,Yes,Average,9.86,Average
285,Laptop,86660099,HP,Pavilion,2019-06-28,2021-03-17,2022-01-15,932,Yes,No,Yes,Poor,1.83,Poor
286,Smart Phone,57465470,OnePlus,OnePlus 6T,2018-06-26,2021-06-06,2022-02-12,1327,Yes,Yes,Yes,Good,14.0,Good
287,Laptop,17480741,Lenovo,ThinkPad,2014-03-07,2021-07-04,2022-01-01,2857,Yes,No,Yes,Poor,1.3,Poor
288,Smart Phone,77496249,Blackberry,Q10,2020-07-22,2021-05-08,2022-01-22,549,No,No,No,Poor,4.57,Poor
289,Smart Phone,32967685,Blackberry,Keyone,2016-11-17,2021-04-03,2022-01-26,1896,Yes,No,Yes,Poor,1.74,Poor
290,Feature Phone,66110392,Samsung,225,2016-11-29,2021-03-27,2022-02-11,1900,No,Yes,No,Poor,3.99,Poor
291,Feature Phone,45950551,Samsung,6300,2014-07-27,2021-03-08,2022-01-08,2722,No,No,No,Good,15.2,Good
292,Laptop,10799369,Apple,MacBook,2014-10-18,2021-03-09,2022-01-17,2648,No,No,Yes,Poor,4.83,Poor
293,Laptop,77447784,Lenovo,Ideapad,2019-10-08,2021-01-31,2022-01-31,846,No,No,No,Poor,1.34,Poor
294,Feature Phone,43633760,Samsung,6300,2018-10-10,2021-06-22,2022-01-18,1196,No,Yes,Yes,Average,7.32,Average
295,Smart Phone,57533308,Apple,Iphone 5,2014-04-15,2021-05-22,2022-02-04,2852,No,Yes,No,Good,14.36,Good
296,Laptop,61366787,Apple,MacBook,2014-06-14,2021-04-12,2022-02-07,2795,Yes,Yes,Yes,Poor,3.51,Poor
297,Laptop,39918321,Dell,Vostro,2015-11-04,2021-03-07,2022-01-23,2272,No,No,Yes,Poor,3.19,Poor
298,Smart Phone,45832796,Nokia,X10,2020-01-17,2021-06-13,2022-01-16,730,No,Yes,No,Good,19.77,Good
299,Feature Phone,09659988,Samsung,8000,2020-12-13,2021-01-11,2022-02-20,434,No,Yes,Yes,Good,16.14,Good
300,Laptop,73764410,Lenovo,ThinkPad,2019-04-01,2021-05-25,2022-02-14,1050,No,No,Yes,Poor,3.87,Poor
301,Laptop,77772817,Dell,Inspiron,2018-06-08,2021-07-12,2022-01-19,1321,No,No,Yes,Poor,3.78,Poor
302,Laptop,88883113,HP,Pavilion,2020-11-20,2021-05-22,2022-02-12,449,Yes,Yes,Yes,Average,8.43,Average
303,Smart Phone,29998678,Blackberry,Q5,2017-12-30,2021-07-05,2022-01-20,1482,Yes,No,Yes,Good,15.6,Good
304,Feature Phone,39321718,Nokia,215,2019-08-20,2021-04-18,2022-01-12,876,No,Yes,Yes,Good,14.62,Good
305,Laptop,42900504,Dell,Vostro,2016-06-29,2021-03-01,2022-02-07,2049,Yes,No,Yes,Poor,2.96,Poor
306,Laptop,83739828,Dell,Vostro,2019-09-22,2021-05-08,2022-01-31,862,No,No,No,Average,8.49,Average
307,Laptop,73002703,Apple,ProBook,2014-10-30,2021-05-11,2022-01-23,2642,Yes,Yes,Yes,Good,15.1,Good
308,Laptop,07382482,Apple,MacBook,2016-01-09,2021-07-28,2022-02-01,2215,Yes,Yes,Yes,Average,9.31,Average
309,Smart Phone,36152278,Nokia,G50,2020-09-20,2021-01-19,2022-01-04,471,No,Yes,No,Poor,2.71,Poor
310,Feature Phone,12035908,Nokia,225,2014-06-20,2021-07-10,2022-01-14,2765,No,No,No,Good,15.96,Good
311,Laptop,07615795,Lenovo,Ideapad,2018-03-09,2021-01-28,2022-01-07,1400,No,Yes,No,Average,9.46,Average
312,Smart Phone,58662748,Nokia,X10,2016-07-04,2021-06-16,2022-01-29,2035,No,Yes,No,Average,8.2,Average
313,Smart Phone,99578404,Oppo,Neo,2019-09-07,2021-04-15,2022-02-05,882,Yes,Yes,Yes,Average,7.58,Average
314,Smart Phone,03939413,Oppo,Find 7,2015-12-27,2021-05-16,2022-02-04,2231,No,No,No,Poor,2.6,Poor
315,Laptop,86853217,Apple,MacBook,2016-05-10,2021-06-17,2022-01-29,2090,No,Yes,No,Average,10.65,Average
316,Smart Phone,08372185,OnePlus,OnePlus 7T,2017-01-15,2021-05-01,2022-02-19,1861,No,Yes,No,Average,6.87,Average
317,Smart Phone,21332326,Apple,Iphone 8,2017-08-05,2021-02-18,2022-02-06,1646,Yes,No,Yes,Poor,1.42,Poor
318,Laptop,65742129,Lenovo,Ideapad,2015-02-20,2021-06-11,2022-01-14,2520,No,No,No,Average,8.83,Average
319,Feature Phone,75453749,Samsung,8000,2014-12-30,2021-02-22,2022-01-15,2573,No,Yes,No,Good,14.33,Good
320,Smart Phone,17083768,Apple,Iphone 13,2015-03-21,2021-06-07,2022-02-02,2510,No,No,No,Poor,1.66,Poor
321,Feature Phone,90196706,Samsung,125,2020-05-05,2021-02-21,2022-01-15,620,No,Yes,Yes,Good,15.53,Good
322,Smart Phone,11976844,Samsung,Galaxy S9,2019-03-07,2021-04-16,2022-01-15,1045,No,No,Yes,Average,9.61,Average
323,Laptop,43867332,Dell,Vostro,2017-08-30,2021-04-20,2022-02-19,1634,No,No,No,Poor,2.13,Poor
324,Smart Phone,45052705,Apple,Iphone 5S,2017-11-16,2021-06-11,2022-01-20,1526,No,No,No,Average,10.58,Average
325,Smart Phone,06420666,Nokia,C20 Plus,2016-09-10,2021-05-03,2022-02-08,1977,Yes,No,Yes,Poor,1.7,Poor
326,Smart Phone,83532931,Blackberry,Leap,2019-08-23,2021-06-30,2022-01-05,866,No,Yes,Yes,Poor,1.62,Poor
327,Laptop,08357366,Lenovo,Ideapad,2017-08-05,2021-04-29,2022-02-07,1647,No,Yes,No,Average,10.25,Average
328,Laptop,45744280,Dell,Inspiron,2018-12-12,2021-02-06,2022-02-14,1160,No,Yes,No,Good,16.79,Good
329,Smart Phone,28201571,Blackberry,Q5,2017-05-10,2021-01-03,2022-01-27,1723,No,No,No,Average,9.1,Average
330,Smart Phone,06510640,Nokia,C20 Plus,2020-03-03,2021-02-25,2022-01-18,686,No,Yes,No,Average,9.9,Average
331,Laptop,47152267,Lenovo,Ideapad,2014-03-20,2021-03-15,2022-01-03,2846,Yes,Yes,Yes,Good,14.22,Good
332,Laptop,11568872,Lenovo,Ideapad,2017-12-07,2021-05-17,2022-02-10,1526,No,No,Yes,Good,12.83,Good
333,Feature Phone,11552062,Nokia,8000,2018-12-30,2021-01-02,2022-02-20,1148,No,No,Yes,Poor,1.41,Poor
334,Feature Phone,19433790,Nokia,8000,2018-12-22,2021-02-07,2022-02-10,1146,No,Yes,No,Good,17.96,Good
335,Feature Phone,46658623,Nokia,215,2017-10-07,2021-04-19,2022-01-16,1562,Yes,No,Yes,Poor,4.51,Poor
336,Smart Phone,46911575,OnePlus,OnePlus 6T,2020-10-27,2021-04-05,2022-01-22,452,No,Yes,Yes,Average,9.25,Average
337,Feature Phone,62275293,Nokia,8000,2018-10-27,2021-08-06,2022-01-23,1184,Yes,No,Yes,Average,6.57,Average
338,Laptop,60221568,Dell,Vostro,2015-07-23,2021-07-12,2022-01-16,2369,Yes,Yes,Yes,Poor,1.8,Poor
339,Smart Phone,77875396,Blackberry,Q5,2015-08-11,2021-02-06,2022-02-15,2380,No,Yes,Yes,Good,13.43,Good
340,Laptop,86936965,Apple,ProBook,2019-05-07,2021-05-17,2022-01-15,984,No,No,Yes,Average,7.33,Average
341,Laptop,79854313,Dell,Vostro,2019-08-28,2021-02-19,2022-01-21,877,Yes,Yes,Yes,Poor,1.49,Poor
342,Smart Phone,16135260,Oppo,Find 7,2015-10-13,2021-04-26,2022-02-08,2310,No,No,No,Poor,1.31,Poor
343,Feature Phone,13837921,Nokia,8000,2017-08-19,2021-04-29,2022-02-01,1627,Yes,No,Yes,Average,10.71,Average
344,Laptop,57742755,Apple,MacBook,2015-10-23,2021-03-14,2022-01-08,2269,No,Yes,No,Good,17.12,Good
345,Smart Phone,86007580,Nokia,T20,2017-07-07,2021-05-21,2022-01-29,1667,Yes,No,Yes,Average,7.7,Average
346,Smart Phone,29510986,Samsung,Galaxy S9,2020-10-06,2021-04-05,2022-02-19,501,No,No,No,Average,10.84,Average
347,Smart Phone,16393363,Apple,Iphone 12,2018-08-04,2021-07-22,2022-02-09,1285,No,No,No,Good,13.25,Good
348,Laptop,85686229,HP,EliteBook,2017-08-04,2021-06-18,2022-02-21,1662,No,Yes,Yes,Average,10.95,Average
349,Laptop,84007438,Dell,Inspiron,2020-08-23,2021-01-11,2022-01-05,500,No,No,Yes,Average,10.3,Average
350,Laptop,07024252,Apple,ProBook,2014-01-01,2021-02-03,2022-02-21,2973,No,Yes,Yes,Average,6.4,Average
351,Smart Phone,81956715,Oppo,R1,2018-05-16,2021-05-30,2022-02-13,1369,Yes,Yes,Yes,Good,19.84,Good
352,Laptop,92223936,HP,Pavilion,2017-03-12,2021-08-08,2022-02-21,1807,Yes,Yes,Yes,Average,10.75,Average
353,Smart Phone,88289915,Samsung,Galaxy Note 9,2018-06-29,2021-07-19,2022-01-18,1299,Yes,No,Yes,Good,18.88,Good
354,Smart Phone,32754919,Blackberry,Q10,2015-12-30,2021-04-22,2022-02-19,2243,No,Yes,No,Average,7.67,Average
355,Smart Phone,40407128,OnePlus,OnePlus 7pro,2020-06-23,2021-04-05,2022-01-03,559,No,No,No,Average,6.26,Average
356,Laptop,56724875,Dell,Vostro,2014-11-01,2021-02-24,2022-02-07,2655,Yes,No,Yes,Average,9.29,Average
357,Feature Phone,74691005,Samsung,215,2014-09-28,2021-06-07,2022-01-19,2670,No,No,No,Average,8.29,Average
358,Smart Phone,77883049,Apple,Iphone 8,2014-03-24,2021-01-10,2022-02-11,2881,Yes,No,Yes,Average,10.18,Average
359,Smart Phone,52837036,Blackberry,Passport,2017-01-06,2021-04-26,2022-01-17,1837,No,Yes,Yes,Poor,3.84,Poor
360,Smart Phone,47332157,Samsung,Galaxy Note 9,2019-09-15,2021-02-07,2022-02-09,878,No,No,No,Good,18.35,Good
361,Feature Phone,82477691,Samsung,5310,2014-03-10,2021-03-04,2022-01-20,2873,No,No,No,Average,6.2,Average
362,Feature Phone,90712357,Nokia,6300,2019-04-28,2021-03-17,2022-01-03,981,No,Yes,Yes,Poor,2.18,Poor
363,Laptop,47842793,Lenovo,Ideapad,2020-11-13,2021-07-14,2022-02-02,446,Yes,Yes,Yes,Good,12.21,Good
364,Smart Phone,37471507,Blackberry,Q5,2017-08-19,2021-05-17,2022-02-07,1633,No,Yes,Yes,Average,10.23,Average
365,Smart Phone,43837809,Blackberry,Curve,2014-01-09,2021-04-16,2022-01-11,2924,No,No,No,Good,14.92,Good
366,Feature Phone,44988821,Samsung,225,2016-04-18,2021-02-06,2022-01-22,2105,Yes,No,Yes,Average,6.58,Average
367,Feature Phone,51882648,Samsung,5310,2015-04-21,2021-06-08,2022-02-08,2485,No,Yes,No,Average,8.84,Average
368,Feature Phone,93810623,Nokia,225,2015-07-08,2021-03-20,2022-01-21,2389,No,No,No,Good,16.14,Good
369,Feature Phone,76256950,Samsung,8000,2017-10-15,2021-07-28,2022-01-05,1543,No,Yes,No,Poor,1.81,Poor
370,Feature Phone,73649458,Samsung,6300,2020-09-14,2021-04-15,2022-01-13,486,No,No,No,Poor,2.71,Poor
371,Laptop,12576050,Dell,Inspiron,2016-08-17,2021-06-22,2022-02-11,2004,No,No,No,Average,10.57,Average
372,Feature Phone,06493462,Nokia,225,2018-01-11,2021-03-03,2022-02-02,1483,No,Yes,No,Poor,2.1,Poor
373,Laptop,82862824,Apple,ProBook,2015-09-14,2021-05-13,2022-01-27,2327,No,No,No,Average,8.3,Average
374,Laptop,29181100,Dell,Vostro,2019-04-11,2021-04-15,2022-01-09,1004,No,No,No,Average,8.5,Average
375,Feature Phone,02323640,Nokia,6300,2017-02-28,2021-02-01,2022-01-06,1773,No,Yes,No,Good,17.68,Good
376,Smart Phone,33912707,Apple,Iphone 7,2014-12-06,2021-01-26,2022-02-09,2622,No,No,No,Poor,2.91,Poor
377,Feature Phone,22394910,Samsung,215,2016-11-09,2021-01-02,2022-02-12,1921,No,Yes,No,Poor,1.4,Poor
378,Laptop,42735069,Dell,Vostro,2014-04-23,2021-03-01,2022-02-06,2846,No,Yes,No,Average,6.22,Average
379,Laptop,53651341,HP,Pavilion,2016-07-21,2021-06-08,2022-01-13,2002,No,Yes,No,Poor,3.52,Poor
380,Smart Phone,49914412,Nokia,G50,2020-03-20,2021-01-18,2022-02-07,689,No,Yes,No,Average,7.69,Average
381,Laptop,66496984,Lenovo,Ideapad,2014-07-11,2021-07-17,2022-01-20,2750,No,No,Yes,Average,7.43,Average
382,Feature Phone,45486296,Samsung,225,2018-02-03,2021-08-07,2022-01-15,1442,No,Yes,No,Good,15.26,Good
383,Feature Phone,84017024,Samsung,6300,2019-11-12,2021-02-19,2022-02-10,821,No,No,No,Poor,1.8,Poor
384,Smart Phone,80359739,Apple,Iphone 11,2019-12-19,2021-04-30,2022-01-13,756,No,No,Yes,Average,10.74,Average
385,Laptop,24249638,HP,Pavilion,2019-03-27,2021-02-08,2022-01-31,1041,No,No,Yes,Poor,4.27,Poor
386,Smart Phone,98740239,Nokia,X20,2020-05-13,2021-03-01,2022-01-16,613,No,Yes,Yes,Good,18.47,Good
387,Feature Phone,63119947,Samsung,225,2020-05-04,2021-06-19,2022-01-16,622,No,Yes,No,Poor,1.69,Poor
388,Feature Phone,15135773,Nokia,215,2014-06-10,2021-05-20,2022-01-31,2792,Yes,Yes,Yes,Poor,1.23,Poor
389,Laptop,13564254,Lenovo,Ideapad,2018-08-02,2021-03-13,2022-02-10,1288,No,No,No,Poor,4.1,Poor
390,Laptop,39271846,Lenovo,ThinkPad,2017-07-20,2021-05-25,2022-01-16,1641,No,No,No,Average,7.72,Average
391,Laptop,09988354,Lenovo,ThinkPad,2020-07-30,2021-06-16,2022-01-05,524,Yes,No,Yes,Average,10.66,Average
392,Smart Phone,99974473,Apple,Iphone XR,2018-11-21,2021-07-23,2022-02-13,1180,No,Yes,No,Good,13.31,Good
393,Laptop,87486032,Dell,Inspiron,2014-02-15,2021-02-02,2022-01-11,2887,No,Yes,No,Poor,4.44,Poor
394,Smart Phone,86573030,OnePlus,OnePlus 7T,2020-08-04,2021-02-01,2022-01-07,521,Yes,No,Yes,Average,6.51,Average
395,Laptop,62362061,Lenovo,Ideapad,2014-05-17,2021-05-06,2022-02-01,2817,No,Yes,No,Good,16.87,Good
396,Feature Phone,12354832,Samsung,215,2019-12-22,2021-01-23,2022-01-10,750,No,No,No,Average,9.66,Average
397,Laptop,09140011,HP,Pavilion,2019-03-14,2021-06-30,2022-01-26,1049,No,No,Yes,Poor,3.6,Poor
398,Laptop,22032768,HP,EliteBook,2020-06-16,2021-03-29,2022-01-31,594,No,No,Yes,Average,9.49,Average
399,Smart Phone,06134983,Nokia,X100,2014-05-15,2021-07-15,2022-01-12,2799,Yes,No,Yes,Good,18.7,Good
400,Laptop,51912659,Dell,Vostro,2016-10-04,2021-02-10,2022-02-01,1946,No,No,No,Poor,2.33,Poor
401,Smart Phone,44823283,Apple,Iphone 8,2017-03-08,2021-04-16,2022-02-11,1801,No,No,No,Good,14.97,Good
402,Laptop,52340406,Lenovo,Ideapad,2019-11-24,2021-02-12,2022-01-07,775,No,Yes,Yes,Poor,2.63,Poor
403,Smart Phone,88939926,Apple,Iphone XS,2016-09-30,2021-01-25,2022-01-20,1938,No,No,No,Poor,3.35,Poor
404,Smart Phone,09799431,Oppo,N1,2019-11-15,2021-06-27,2022-01-07,784,Yes,No,Yes,Good,13.97,Good
405,Smart Phone,06537166,Apple,Iphone 13,2019-10-12,2021-05-10,2022-01-26,837,No,No,Yes,Poor,2.14,Poor
406,Feature Phone,87643237,Samsung,5310,2017-09-20,2021-06-03,2022-02-02,1596,No,No,No,Average,7.42,Average
407,Laptop,90144585,Dell,Inspiron,2016-09-28,2021-06-15,2022-01-05,1925,No,Yes,Yes,Average,6.75,Average
408,Feature Phone,30101593,Nokia,125,2015-09-17,2021-02-02,2022-01-30,2327,Yes,No,Yes,Average,6.45,Average
409,Feature Phone,41059623,Samsung,215,2015-05-10,2021-01-08,2022-01-22,2449,No,No,Yes,Average,7.67,Average
410,Feature Phone,56074024,Nokia,125,2019-06-19,2021-06-22,2022-01-23,949,No,Yes,Yes,Good,18.2,Good
411,Laptop,23736443,Dell,Vostro,2016-11-16,2021-02-11,2022-02-06,1908,No,No,No,Average,8.18,Average
412,Laptop,02458298,HP,Probook,2017-10-18,2021-04-11,2022-01-03,1538,No,No,No,Good,13.18,Good
413,Smart Phone,41467466,Blackberry,Q10,2018-11-09,2021-02-25,2022-01-02,1150,Yes,Yes,Yes,Average,6.69,Average
414,Smart Phone,70575804,Nokia,X100,2020-04-19,2021-06-15,2022-02-18,670,No,No,No,Good,13.28,Good
415,Laptop,44313234,Dell,Vostro,2018-12-14,2021-04-27,2022-01-29,1142,No,No,No,Good,12.13,Good
416,Laptop,69159916,Lenovo,ThinkPad,2016-10-10,2021-03-05,2022-02-01,1940,No,Yes,No,Average,10.2,Average
417,Laptop,50335176,Apple,MacBook,2014-03-09,2021-01-18,2022-01-10,2864,No,No,No,Poor,4.24,Poor
418,Laptop,39432124,Dell,Inspiron,2014-10-31,2021-02-24,2022-02-10,2659,No,No,Yes,Average,7.3,Average
419,Laptop,01031577,Apple,MacBook,2017-04-05,2021-02-04,2022-02-17,1779,No,No,No,Average,9.5,Average
420,Laptop,31025577,Dell,Inspiron,2014-03-28,2021-03-27,2022-02-04,2870,Yes,No,Yes,Good,13.47,Good
421,Feature Phone,14226373,Nokia,6300,2015-12-03,2021-02-24,2022-01-19,2239,No,No,Yes,Average,8.61,Average
422,Feature Phone,55661720,Nokia,215,2016-09-04,2021-05-14,2022-01-21,1965,No,Yes,No,Average,6.32,Average
423,Smart Phone,28552277,Apple,Iphone 13,2014-02-26,2021-07-29,2022-02-04,2900,No,Yes,No,Poor,1.13,Poor
424,Laptop,61607781,Apple,MacBook,2020-03-01,2021-06-29,2022-02-18,719,Yes,Yes,Yes,Average,6.9,Average
425,Laptop,39031990,Apple,ProBook,2017-11-05,2021-08-09,2022-02-09,1557,No,No,No,Good,17.4,Good
426,Smart Phone,05050864,OnePlus,OnePlus 6T,2016-02-12,2021-04-07,2022-01-20,2169,No,Yes,No,Good,15.11,Good
