,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,Assessment_Date,Age,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
206,Laptop,38812477,HP,EliteBook,2020-11-05,2021-04-22,2022-02-18,470 days,No,Yes,No,Poor,2.39,Poor
207,Laptop,93693264,Apple,MacBook,2015-02-13,2021-03-16,2022-02-18,2562 days,No,Yes,No,Average,7.3,Average
208,Laptop,84145055,Dell,Inspiron,2018-06-12,2021-05-31,2022-02-18,1347 days,No,No,No,Average,8.13,Average
209,Laptop,81082681,Apple,ProBook,2014-10-26,2021-01-25,2022-02-18,2672 days,No,No,No,Good,14.76,Good
210,Feature Phone,96339954,Samsung,6300,2020-01-03,2021-01-06,2022-02-18,777 days,No,Yes,Yes,Good,16.5,Good
211,Feature Phone,55224000,Samsung,225,2015-12-08,2021-04-03,2022-02-18,2264 days,No,No,No,Average,7.1,Average
212,Feature Phone,31480789,Samsung,225,2020-03-08,2021-04-08,2022-02-18,712 days,Yes,No,Yes,Average,8.35,Average
213,Laptop,06665357,HP,Pavilion,2018-08-06,2021-02-04,2022-02-18,1292 days,No,Yes,Yes,Poor,4.87,Poor
214,Feature Phone,63853384,Nokia,6300,2018-04-23,2021-02-28,2022-02-18,1397 days,Yes,No,Yes,Average,7.62,Average
215,Smart Phone,13964177,Apple,Iphone XS,2017-11-29,2021-07-23,2022-02-18,1542 days,No,Yes,Yes,Average,7.34,Average
216,Smart Phone,70955781,Blackberry,Passport,2014-07-26,2021-06-09,2022-02-18,2764 days,Yes,No,Yes,Average,7.71,Average
217,Smart Phone,86034203,Nokia,C20 Plus,2019-02-16,2021-01-20,2022-02-18,1098 days,Yes,Yes,Yes,Average,8.2,Average
218,Smart Phone,73811589,Blackberry,Keyone,2017-11-01,2021-03-06,2022-02-18,1570 days,No,No,No,Poor,3.59,Poor
219,Smart Phone,32235180,Oppo,Neo,2014-06-13,2021-03-29,2022-02-18,2807 days,No,Yes,No,Poor,1.21,Poor
220,Feature Phone,12988259,Nokia,6300,2017-10-03,2021-08-07,2022-02-18,1599 days,No,Yes,Yes,Poor,4.34,Poor
221,Smart Phone,14516252,OnePlus,OnePlus 8,2016-12-03,2021-06-20,2022-02-18,1903 days,No,No,No,Poor,4.19,Poor
222,Feature Phone,40600390,Samsung,125,2020-01-18,2021-05-17,2022-02-18,762 days,No,Yes,No,Poor,4.56,Poor
223,Laptop,11051121,Apple,ProBook,2017-08-15,2021-01-15,2022-02-18,1648 days,No,No,No,Poor,4.52,Poor
224,Smart Phone,70208061,Samsung,Galaxy Note 9,2018-04-07,2021-02-12,2022-02-18,1413 days,No,No,No,Average,9.33,Average
225,Feature Phone,78445888,Samsung,215,2017-11-04,2021-04-22,2022-02-18,1567 days,No,No,Yes,Average,6.12,Average
226,Laptop,92034648,Dell,Vostro,2019-12-19,2021-06-20,2022-02-18,792 days,No,Yes,Yes,Average,8.84,Average
227,Smart Phone,95832531,Samsung,Galaxy A8s,2014-05-27,2021-02-17,2022-02-18,2824 days,No,Yes,Yes,Average,8.15,Average
228,Feature Phone,71798097,Nokia,6300,2015-03-14,2021-03-19,2022-02-18,2533 days,No,No,Yes,Average,7.61,Average
229,Laptop,86468114,Dell,Vostro,2019-07-17,2021-01-21,2022-02-18,947 days,No,Yes,No,Average,8.19,Average
230,Laptop,93507066,Apple,ProBook,2019-12-21,2021-06-12,2022-02-18,790 days,No,Yes,No,Average,7.91,Average
231,Laptop,92813892,HP,EliteBook,2016-05-27,2021-05-24,2022-02-18,2093 days,No,Yes,No,Good,14.57,Good
232,Laptop,29317875,Dell,Vostro,2019-02-27,2021-06-20,2022-02-18,1087 days,No,Yes,Yes,Good,19.71,Good
233,Feature Phone,62939034,Samsung,125,2014-11-20,2021-01-26,2022-02-18,2647 days,No,No,No,Average,9.7,Average
234,Feature Phone,82849399,Samsung,125,2016-04-07,2021-03-13,2022-02-18,2143 days,No,Yes,No,Good,16.29,Good
235,Laptop,25547887,Lenovo,Ideapad,2018-03-16,2021-01-12,2022-02-18,1435 days,No,Yes,No,Average,7.23,Average
236,Feature Phone,58073797,Samsung,5310,2018-02-08,2021-06-29,2022-02-18,1471 days,No,Yes,No,Average,7.99,Average
237,Feature Phone,84308030,Samsung,125,2014-05-28,2021-02-09,2022-02-18,2823 days,No,Yes,No,Poor,1.83,Poor
238,Laptop,61015203,HP,Probook,2018-09-20,2021-06-07,2022-02-18,1247 days,No,No,Yes,Average,7.41,Average
239,Feature Phone,38018244,Samsung,5310,2020-03-22,2021-05-06,2022-02-18,698 days,No,Yes,Yes,Average,7.81,Average
240,Smart Phone,23075399,Samsung,Galaxy A6,2020-08-31,2021-04-23,2022-02-18,536 days,No,Yes,Yes,Average,8.75,Average
241,Feature Phone,56122763,Nokia,215,2019-06-05,2021-01-29,2022-02-18,989 days,No,Yes,No,Average,6.5,Average
242,Feature Phone,11917137,Nokia,5310,2018-05-07,2021-06-03,2022-02-18,1383 days,No,Yes,Yes,Average,6.12,Average
243,Smart Phone,36522484,OnePlus,OnePlus 7,2020-01-25,2021-05-21,2022-02-18,755 days,No,No,No,Poor,3.7,Poor
244,Laptop,09017061,Apple,MacBook,2014-07-06,2021-06-09,2022-02-18,2784 days,No,No,No,Poor,3.83,Poor
245,Feature Phone,90747212,Nokia,125,2015-03-24,2021-01-20,2022-02-18,2523 days,No,Yes,Yes,Good,14.3,Good
246,Smart Phone,81821518,Blackberry,Curve,2015-08-07,2021-05-15,2022-02-18,2387 days,Yes,Yes,Yes,Average,9.6,Average
247,Laptop,94756494,Lenovo,Ideapad,2019-04-11,2021-04-18,2022-02-18,1044 days,No,Yes,No,Good,19.26,Good
248,Laptop,04941965,HP,EliteBook,2018-10-05,2021-03-23,2022-02-18,1232 days,No,No,No,Good,13.0,Good
249,Feature Phone,54893771,Nokia,215,2016-08-31,2021-07-11,2022-02-18,1997 days,No,Yes,Yes,Average,6.54,Average
250,Laptop,26324340,HP,EliteBook,2019-07-27,2021-05-02,2022-02-18,937 days,No,No,No,Average,9.78,Average
251,Feature Phone,87802603,Nokia,225,2018-01-22,2021-05-15,2022-02-18,1488 days,No,Yes,No,Average,7.33,Average
252,Smart Phone,36444274,Oppo,A3s,2015-01-29,2021-03-09,2022-02-18,2577 days,No,Yes,No,Average,7.4,Average
253,Laptop,63375237,Apple,ProBook,2017-04-11,2021-03-02,2022-02-18,1774 days,Yes,No,Yes,Average,7.6,Average
254,Smart Phone,01956825,Samsung,Galaxy A8s,2017-08-16,2021-02-03,2022-02-18,1647 days,Yes,No,Yes,Poor,1.35,Poor
255,Feature Phone,59192534,Nokia,225,2016-08-21,2021-03-15,2022-02-18,2007 days,No,Yes,No,Good,18.5,Good
256,Laptop,89251331,Lenovo,ThinkPad,2018-10-30,2021-06-03,2022-02-18,1207 days,No,No,No,Good,12.22,Good
257,Smart Phone,60365590,OnePlus,OnePlus 6T,2019-05-24,2021-06-26,2022-02-18,1001 days,No,Yes,Yes,Poor,2.95,Poor
258,Smart Phone,23399136,Blackberry,Torch,2018-04-19,2021-03-26,2022-02-18,1401 days,No,No,No,Poor,1.59,Poor
259,Smart Phone,76933639,Nokia,X100,2015-08-08,2021-05-05,2022-02-18,2386 days,No,No,Yes,Average,8.89,Average
260,Feature Phone,57471419,Nokia,225,2014-01-13,2021-07-26,2022-02-18,2958 days,No,Yes,Yes,Poor,2.75,Poor
261,Smart Phone,88879727,Nokia,X10,2014-02-11,2021-08-05,2022-02-18,2929 days,No,Yes,No,Poor,4.63,Poor
262,Feature Phone,74449569,Samsung,8000,2015-11-25,2021-02-01,2022-02-18,2277 days,No,Yes,No,Poor,2.49,Poor
263,Laptop,47645318,Dell,Inspiron,2016-05-08,2021-05-20,2022-02-18,2112 days,No,Yes,Yes,Average,6.18,Average
264,Laptop,64971483,Dell,Vostro,2015-12-20,2021-07-12,2022-02-18,2252 days,No,Yes,No,Good,12.45,Good
265,Laptop,94280869,HP,Pavilion,2018-09-23,2021-03-12,2022-02-18,1244 days,No,Yes,No,Poor,4.78,Poor
266,Smart Phone,28735717,Blackberry,Keyone,2019-01-08,2021-03-04,2022-02-18,1137 days,No,No,No,Poor,2.73,Poor
267,Laptop,93215053,Dell,Inspiron,2018-04-23,2021-03-14,2022-02-18,1397 days,Yes,Yes,Yes,Good,11.66,Good
268,Smart Phone,17427388,Blackberry,Torch,2020-08-07,2021-06-30,2022-02-18,560 days,No,No,No,Poor,1.1,Poor
269,Feature Phone,89088265,Nokia,215,2019-09-26,2021-02-15,2022-02-18,876 days,No,Yes,No,Good,14.85,Good
270,Laptop,04402428,Apple,MacBook,2015-08-15,2021-01-14,2022-02-18,2379 days,Yes,Yes,Yes,Poor,3.6,Poor
271,Smart Phone,42814092,Oppo,A52,2020-01-24,2021-07-24,2022-02-18,756 days,No,Yes,No,Poor,1.35,Poor
272,Laptop,96093009,HP,Probook,2018-04-18,2021-02-16,2022-02-18,1402 days,No,No,Yes,Average,9.31,Average
273,Laptop,95550442,Lenovo,Ideapad,2014-10-22,2021-02-05,2022-02-18,2676 days,No,No,No,Good,13.31,Good
274,Feature Phone,19072203,Samsung,225,2015-01-08,2021-04-03,2022-02-18,2598 days,No,No,No,Good,14.77,Good
275,Smart Phone,98013876,Blackberry,Keyone,2014-03-18,2021-06-12,2022-02-18,2894 days,No,No,No,Average,7.0,Average
276,Feature Phone,20528409,Samsung,125,2020-10-15,2021-05-23,2022-02-18,491 days,No,Yes,Yes,Good,18.11,Good
277,Smart Phone,57403205,Oppo,A52,2017-05-15,2021-06-06,2022-02-18,1740 days,No,No,No,Average,8.78,Average
278,Feature Phone,39702036,Samsung,8000,2015-03-11,2021-06-07,2022-02-18,2536 days,Yes,Yes,Yes,Poor,3.59,Poor
279,Laptop,61487499,Apple,ProBook,2016-12-02,2021-04-25,2022-02-18,1904 days,Yes,Yes,Yes,Poor,2.64,Poor
280,Feature Phone,14266706,Nokia,225,2015-07-01,2021-01-18,2022-02-18,2424 days,No,Yes,No,Average,8.88,Average
281,Feature Phone,22995247,Samsung,5310,2019-04-26,2021-07-19,2022-02-18,1029 days,No,Yes,Yes,Good,17.33,Good
282,Laptop,62505925,Apple,MacBook,2020-12-17,2021-05-23,2022-02-18,428 days,No,Yes,No,Good,13.92,Good
283,Laptop,07147319,Apple,ProBook,2017-08-03,2021-04-30,2022-02-18,1660 days,No,Yes,Yes,Poor,4.75,Poor
284,Feature Phone,99120726,Nokia,8000,2014-06-12,2021-05-03,2022-02-18,2808 days,Yes,Yes,Yes,Average,7.48,Average
285,Smart Phone,82230081,Samsung,Galaxy J7 duo,2017-01-08,2021-05-10,2022-02-18,1867 days,No,Yes,No,Average,6.87,Average
286,Laptop,63478341,HP,EliteBook,2018-09-14,2021-07-21,2022-02-18,1253 days,No,Yes,No,Good,15.27,Good
287,Smart Phone,62409483,Oppo,Neo,2016-04-04,2021-07-28,2022-02-18,2146 days,No,Yes,No,Poor,2.35,Poor
288,Smart Phone,39946393,Oppo,A3s,2015-02-12,2021-03-13,2022-02-18,2563 days,No,No,No,Poor,3.88,Poor
289,Smart Phone,85806764,Blackberry,Keyone,2015-10-10,2021-05-02,2022-02-18,2323 days,No,Yes,No,Good,12.17,Good
290,Smart Phone,53011053,OnePlus,OnePlus 6,2019-06-25,2021-05-05,2022-02-18,969 days,No,Yes,No,Average,9.57,Average
291,Smart Phone,23334748,Oppo,R1,2019-11-25,2021-05-03,2022-02-18,816 days,No,Yes,No,Average,7.5,Average
292,Feature Phone,87981667,Samsung,125,2019-01-15,2021-07-19,2022-02-18,1130 days,No,No,No,Average,6.17,Average
293,Smart Phone,64035468,Oppo,Neo,2015-04-05,2021-04-21,2022-02-18,2511 days,No,No,No,Poor,3.85,Poor
294,Feature Phone,26240459,Samsung,125,2018-02-19,2021-02-14,2022-02-18,1460 days,No,No,No,Poor,3.92,Poor
295,Feature Phone,55546959,Nokia,6300,2016-08-28,2021-07-01,2022-02-18,2000 days,No,Yes,No,Poor,1.71,Poor
296,Laptop,47490772,HP,Pavilion,2018-11-19,2021-05-02,2022-02-18,1187 days,Yes,No,Yes,Poor,2.55,Poor
297,Laptop,81449590,Apple,MacBook,2017-09-25,2021-07-22,2022-02-18,1607 days,No,No,Yes,Average,6.84,Average
298,Laptop,01804553,Lenovo,ThinkPad,2017-06-01,2021-08-07,2022-02-18,1723 days,No,No,No,Average,8.76,Average
299,Feature Phone,50678020,Samsung,215,2018-11-29,2021-06-02,2022-02-18,1177 days,Yes,Yes,Yes,Average,8.4,Average
300,Laptop,76325021,Lenovo,ThinkPad,2019-09-13,2021-04-17,2022-02-18,889 days,No,No,No,Poor,2.9,Poor
301,Smart Phone,40081724,Blackberry,Keyone,2017-12-07,2021-03-10,2022-02-18,1534 days,No,No,No,Average,6.3,Average
302,Feature Phone,43065356,Nokia,6300,2015-02-23,2021-04-16,2022-02-18,2552 days,Yes,No,Yes,Poor,4.21,Poor
303,Smart Phone,79265782,OnePlus,OnePlus 7,2015-12-16,2021-03-12,2022-02-18,2256 days,No,No,No,Average,8.4,Average
304,Laptop,07626241,Dell,Vostro,2014-09-16,2021-06-23,2022-02-18,2712 days,Yes,No,Yes,Good,18.4,Good
305,Smart Phone,73356325,Blackberry,Q10,2020-02-29,2021-01-02,2022-02-18,720 days,Yes,Yes,Yes,Average,9.99,Average
306,Feature Phone,33590875,Nokia,225,2019-08-23,2021-07-06,2022-02-18,910 days,No,Yes,No,Poor,4.46,Poor
307,Laptop,64811413,Lenovo,Ideapad,2015-12-31,2021-04-07,2022-02-18,2241 days,Yes,Yes,Yes,Average,7.17,Average
308,Feature Phone,60935434,Nokia,215,2019-04-06,2021-02-12,2022-02-18,1049 days,No,No,No,Poor,1.54,Poor
309,Feature Phone,19647340,Samsung,225,2020-08-14,2021-05-15,2022-02-18,553 days,No,Yes,Yes,Good,11.68,Good
310,Feature Phone,45301483,Samsung,6300,2017-11-21,2021-02-10,2022-02-18,1550 days,No,Yes,No,Average,6.86,Average
311,Feature Phone,83793608,Samsung,5310,2019-07-03,2021-06-18,2022-02-18,961 days,Yes,No,Yes,Average,9.2,Average
312,Feature Phone,21292507,Nokia,215,2015-06-07,2021-07-24,2022-02-18,2448 days,No,No,Yes,Good,13.25,Good
313,Smart Phone,32492804,Apple,Iphone 11,2019-09-28,2021-08-08,2022-02-18,874 days,No,Yes,Yes,Poor,3.48,Poor
314,Feature Phone,27612330,Samsung,215,2017-11-07,2021-05-28,2022-02-18,1564 days,No,Yes,No,Average,9.9,Average
315,Laptop,58865088,Lenovo,Ideapad,2017-04-21,2021-05-30,2022-02-18,1764 days,No,Yes,No,Good,17.8,Good
316,Smart Phone,18182958,Nokia,T20,2020-11-03,2021-03-02,2022-02-18,472 days,No,No,No,Poor,2.89,Poor
317,Feature Phone,24156363,Samsung,215,2017-09-26,2021-07-26,2022-02-18,1606 days,No,Yes,Yes,Average,7.42,Average
318,Smart Phone,29204595,Oppo,A52,2014-06-26,2021-04-22,2022-02-18,2794 days,No,Yes,No,Poor,3.11,Poor
319,Smart Phone,37241063,Nokia,XR20,2018-05-20,2021-05-31,2022-02-18,1370 days,No,No,No,Good,17.13,Good
320,Smart Phone,76734212,Blackberry,Torch,2014-04-20,2021-06-20,2022-02-18,2861 days,No,No,Yes,Average,8.99,Average
321,Smart Phone,19971643,Oppo,A11k,2020-10-04,2021-06-08,2022-02-18,502 days,Yes,Yes,Yes,Poor,2.44,Poor
322,Smart Phone,53420992,Blackberry,Torch,2014-07-28,2021-02-19,2022-02-18,2762 days,No,Yes,No,Poor,1.47,Poor
323,Smart Phone,49982312,Apple,Iphone 6S,2014-05-18,2021-05-03,2022-02-18,2833 days,Yes,No,Yes,Average,6.46,Average
324,Feature Phone,41951224,Nokia,225,2014-12-04,2021-06-05,2022-02-18,2633 days,No,No,No,Poor,3.88,Poor
325,Laptop,35623526,Dell,Inspiron,2020-02-08,2021-05-29,2022-02-18,741 days,No,No,No,Good,15.34,Good
326,Feature Phone,09314580,Samsung,215,2020-12-30,2021-03-23,2022-02-18,415 days,Yes,No,Yes,Average,9.59,Average
327,Smart Phone,80402824,Oppo,A11k,2020-01-03,2021-07-18,2022-02-18,777 days,No,No,Yes,Poor,4.8,Poor
328,Laptop,99918750,Apple,ProBook,2019-10-09,2021-05-26,2022-02-18,863 days,No,No,No,Good,17.37,Good
329,Smart Phone,22401458,Apple,Iphone 6S,2014-02-07,2021-04-21,2022-02-18,2933 days,No,No,No,Poor,4.26,Poor
330,Feature Phone,94028065,Nokia,6300,2019-05-31,2021-07-13,2022-02-18,994 days,No,Yes,Yes,Poor,1.27,Poor
331,Laptop,29915590,Dell,Inspiron,2019-12-09,2021-07-02,2022-02-18,802 days,Yes,No,Yes,Good,16.93,Good
332,Smart Phone,04863557,Blackberry,Leap,2015-08-16,2021-06-30,2022-02-18,2378 days,Yes,Yes,Yes,Average,6.7,Average
333,Feature Phone,35470465,Nokia,6300,2017-10-30,2021-05-25,2022-02-18,1572 days,No,Yes,No,Good,16.48,Good
334,Smart Phone,97304647,OnePlus,OnePlus 6,2016-10-20,2021-05-07,2022-02-18,1947 days,No,No,Yes,Poor,3.2,Poor
335,Smart Phone,44142919,Nokia,X10,2016-07-20,2021-04-24,2022-02-18,2039 days,No,No,Yes,Poor,3.77,Poor
336,Smart Phone,34289815,Apple,Iphone 12,2019-07-23,2021-05-02,2022-02-18,941 days,No,Yes,No,Good,11.48,Good
337,Laptop,86800440,Lenovo,Ideapad,2014-12-14,2021-05-03,2022-02-18,2623 days,No,Yes,No,Good,19.73,Good
338,Feature Phone,41876534,Samsung,8000,2017-10-16,2021-07-19,2022-02-18,1586 days,No,No,Yes,Average,8.3,Average
339,Laptop,05132683,Dell,Inspiron,2019-06-21,2021-07-25,2022-02-18,973 days,No,Yes,No,Average,8.93,Average
340,Feature Phone,74819157,Nokia,215,2017-09-24,2021-07-30,2022-02-18,1608 days,No,No,No,Poor,4.6,Poor
341,Feature Phone,61304529,Nokia,225,2016-05-04,2021-02-23,2022-02-18,2116 days,No,Yes,No,Poor,1.26,Poor
342,Feature Phone,13306571,Samsung,5310,2014-08-25,2021-07-21,2022-02-18,2734 days,No,Yes,No,Average,8.93,Average
343,Feature Phone,77174123,Samsung,5310,2014-02-03,2021-02-15,2022-02-18,2937 days,No,Yes,No,Average,8.48,Average
344,Laptop,54055100,Lenovo,Ideapad,2018-05-15,2021-04-30,2022-02-18,1375 days,Yes,Yes,Yes,Poor,3.28,Poor
345,Laptop,27563694,Lenovo,ThinkPad,2017-07-17,2021-07-15,2022-02-18,1677 days,No,No,No,Average,9.57,Average
346,Feature Phone,91682260,Samsung,5310,2014-06-17,2021-02-09,2022-02-18,2803 days,Yes,Yes,Yes,Poor,1.25,Poor
347,Smart Phone,91166395,Apple,Iphone XS,2019-02-14,2021-07-03,2022-02-18,1100 days,No,No,No,Average,6.33,Average
348,Feature Phone,35655268,Samsung,8000,2015-03-14,2021-06-16,2022-02-18,2533 days,No,No,No,Poor,2.86,Poor
349,Laptop,35781448,HP,Pavilion,2017-08-14,2021-02-18,2022-02-18,1649 days,No,No,No,Poor,3.74,Poor
350,Smart Phone,89580042,Samsung,Galaxy Note 9,2019-05-29,2021-03-05,2022-02-18,996 days,No,Yes,No,Poor,1.75,Poor
351,Feature Phone,97415121,Nokia,8000,2014-06-23,2021-05-04,2022-02-18,2797 days,No,No,Yes,Good,14.98,Good
352,Feature Phone,18630169,Samsung,8000,2016-05-29,2021-03-27,2022-02-18,2091 days,No,No,No,Poor,3.94,Poor
353,Feature Phone,26999661,Samsung,125,2014-02-28,2021-03-20,2022-02-18,2912 days,Yes,No,Yes,Good,18.99,Good
354,Feature Phone,36643813,Nokia,225,2015-11-29,2021-04-18,2022-02-18,2273 days,Yes,No,Yes,Average,7.42,Average
355,Laptop,59588665,HP,EliteBook,2019-10-24,2021-04-07,2022-02-18,848 days,Yes,Yes,Yes,Average,8.99,Average
356,Smart Phone,62410045,OnePlus,OnePlus 7,2020-06-08,2021-04-07,2022-02-18,620 days,No,No,No,Poor,1.99,Poor
357,Feature Phone,45975998,Samsung,225,2017-02-19,2021-05-10,2022-02-18,1825 days,No,No,Yes,Poor,2.79,Poor
358,Smart Phone,56534689,OnePlus,OnePlus 6T,2016-01-16,2021-07-25,2022-02-18,2225 days,Yes,Yes,Yes,Good,11.6,Good
359,Feature Phone,88004358,Samsung,125,2015-03-15,2021-01-12,2022-02-18,2532 days,No,No,No,Good,13.44,Good
360,Smart Phone,57113852,Samsung,Galaxy A6,2015-05-13,2021-01-14,2022-02-18,2473 days,Yes,No,Yes,Good,13.15,Good
361,Laptop,03486368,Lenovo,ThinkPad,2017-02-07,2021-05-15,2022-02-18,1837 days,No,Yes,No,Average,6.54,Average
362,Feature Phone,24680318,Samsung,6300,2015-07-02,2021-06-03,2022-02-18,2423 days,Yes,Yes,Yes,Average,8.47,Average
363,Laptop,33163833,Lenovo,ThinkPad,2017-08-25,2021-02-16,2022-02-18,1638 days,No,No,No,Good,17.87,Good
364,Smart Phone,51495831,Blackberry,Q10,2016-02-24,2021-04-02,2022-02-18,2186 days,Yes,Yes,Yes,Poor,4.89,Poor
365,Smart Phone,40347189,Nokia,G300,2020-06-10,2021-02-04,2022-02-18,618 days,Yes,No,Yes,Average,9.0,Average
366,Laptop,84892447,HP,EliteBook,2015-07-27,2021-03-16,2022-02-18,2398 days,Yes,Yes,Yes,Good,11.92,Good
367,Laptop,61619074,Apple,ProBook,2014-01-21,2021-06-27,2022-02-18,2950 days,No,No,No,Good,19.36,Good
368,Feature Phone,66208112,Nokia,215,2017-01-26,2021-07-13,2022-02-18,1849 days,Yes,No,Yes,Poor,1.9,Poor
369,Smart Phone,49546415,Blackberry,Leap,2018-01-01,2021-04-26,2022-02-18,1509 days,Yes,No,Yes,Average,8.38,Average
370,Laptop,32966848,HP,Probook,2019-09-02,2021-06-24,2022-02-18,900 days,No,Yes,Yes,Poor,1.54,Poor
371,Laptop,18393200,Dell,Inspiron,2015-01-16,2021-06-19,2022-02-18,2590 days,No,Yes,No,Good,16.46,Good
372,Feature Phone,50231478,Samsung,6300,2019-08-23,2021-05-25,2022-02-18,910 days,No,No,No,Average,9.16,Average
373,Laptop,63345117,Dell,Vostro,2017-01-05,2021-02-08,2022-02-18,1870 days,Yes,Yes,Yes,Good,17.28,Good
374,Feature Phone,49549713,Nokia,5310,2018-04-26,2021-03-15,2022-02-18,1394 days,No,No,No,Average,6.47,Average
375,Feature Phone,10100073,Samsung,215,2014-05-14,2021-06-10,2022-02-18,2837 days,No,No,Yes,Average,7.8,Average
376,Feature Phone,84860057,Nokia,215,2016-06-11,2021-06-22,2022-02-18,2078 days,No,Yes,Yes,Average,6.53,Average
377,Laptop,06541354,HP,EliteBook,2020-10-28,2021-04-10,2022-02-18,478 days,No,Yes,No,Average,7.23,Average
378,Laptop,81198030,Apple,MacBook,2015-04-04,2021-03-14,2022-02-18,2512 days,No,Yes,No,Good,13.46,Good
379,Laptop,42870487,Apple,ProBook,2017-02-19,2021-06-29,2022-02-18,1825 days,No,No,Yes,Good,12.95,Good
380,Feature Phone,51531614,Nokia,215,2020-08-09,2021-04-12,2022-02-18,558 days,No,Yes,Yes,Poor,4.9,Poor
381,Feature Phone,67316915,Nokia,6300,2018-02-10,2021-02-21,2022-02-18,1469 days,No,Yes,No,Poor,4.37,Poor
382,Smart Phone,42080916,Samsung,Galaxy A6,2018-02-26,2021-05-29,2022-02-18,1453 days,Yes,No,Yes,Good,11.81,Good
383,Smart Phone,12200467,Nokia,T20,2018-05-16,2021-02-15,2022-02-18,1374 days,No,Yes,No,Poor,4.54,Poor
384,Laptop,26237343,HP,EliteBook,2017-09-11,2021-07-19,2022-02-18,1621 days,No,Yes,No,Good,18.48,Good
385,Laptop,25846027,Apple,MacBook,2016-10-03,2021-07-04,2022-02-18,1964 days,No,Yes,No,Good,14.42,Good
386,Feature Phone,78376915,Samsung,125,2017-05-10,2021-07-17,2022-02-18,1745 days,Yes,No,Yes,Average,6.64,Average
387,Laptop,80800170,Dell,Vostro,2017-08-01,2021-02-19,2022-02-18,1662 days,Yes,No,Yes,Good,16.73,Good
388,Laptop,11377566,Apple,ProBook,2018-02-19,2021-01-06,2022-02-18,1460 days,Yes,Yes,Yes,Average,7.27,Average
389,Laptop,24380218,Apple,MacBook,2019-05-08,2021-05-11,2022-02-18,1017 days,No,No,No,Good,16.19,Good
390,Smart Phone,92030077,Nokia,G50,2014-10-02,2021-01-12,2022-02-18,2696 days,No,Yes,Yes,Good,16.93,Good
391,Laptop,17338226,Dell,Vostro,2017-07-18,2021-08-01,2022-02-18,1676 days,No,Yes,No,Good,18.3,Good
392,Feature Phone,43541218,Samsung,215,2019-12-01,2021-06-09,2022-02-18,810 days,Yes,Yes,Yes,Average,7.57,Average
393,Smart Phone,49274851,Samsung,Galaxy A8s,2020-09-03,2021-03-26,2022-02-18,533 days,Yes,No,Yes,Average,6.6,Average
394,Smart Phone,62805100,OnePlus,OnePlus 8,2017-01-27,2021-06-02,2022-02-18,1848 days,No,No,Yes,Average,7.16,Average
395,Feature Phone,14426902,Samsung,5310,2019-06-05,2021-04-13,2022-02-18,989 days,No,No,No,Good,16.42,Good
396,Laptop,86948357,Lenovo,ThinkPad,2020-07-28,2021-02-21,2022-02-18,570 days,No,Yes,Yes,Average,9.52,Average
397,Laptop,98135950,Lenovo,ThinkPad,2020-12-03,2021-03-20,2022-02-18,442 days,No,No,No,Poor,3.33,Poor
398,Laptop,53323446,HP,Pavilion,2016-01-17,2021-02-22,2022-02-18,2224 days,No,Yes,No,Good,17.86,Good
399,Laptop,91801258,Dell,Inspiron,2017-07-21,2021-01-29,2022-02-18,1673 days,No,No,Yes,Average,7.31,Average
400,Feature Phone,23100053,Samsung,215,2018-04-07,2021-07-02,2022-02-18,1413 days,No,No,No,Poor,4.36,Poor
401,Feature Phone,00514385,Samsung,8000,2019-06-04,2021-05-26,2022-02-18,990 days,No,No,No,Average,9.39,Average
402,Feature Phone,90271083,Samsung,5310,2014-10-22,2021-05-30,2022-02-18,2676 days,Yes,No,Yes,Poor,3.56,Poor
403,Smart Phone,39396440,Nokia,T20,2018-02-16,2021-06-19,2022-02-18,1463 days,No,Yes,No,Poor,3.8,Poor
404,Laptop,00531634,Apple,MacBook,2015-05-27,2021-05-29,2022-02-18,2459 days,No,Yes,No,Poor,4.31,Poor
405,Feature Phone,06477493,Nokia,215,2018-05-24,2021-02-24,2022-02-18,1366 days,No,No,No,Poor,2.61,Poor
406,Laptop,01898552,Lenovo,ThinkPad,2016-11-10,2021-03-29,2022-02-18,1926 days,No,Yes,No,Poor,2.84,Poor
407,Smart Phone,01740967,OnePlus,OnePlus 9R,2015-01-21,2021-06-10,2022-02-18,2585 days,No,No,Yes,Average,6.48,Average
408,Laptop,53047427,Dell,Inspiron,2019-11-22,2021-08-09,2022-02-18,819 days,No,Yes,No,Poor,3.4,Poor
409,Feature Phone,18958157,Samsung,225,2018-04-13,2021-06-03,2022-02-18,1407 days,Yes,No,Yes,Poor,2.8,Poor
410,Feature Phone,36856732,Samsung,225,2018-01-26,2021-01-11,2022-02-18,1484 days,Yes,Yes,Yes,Good,19.43,Good
411,Smart Phone,10700402,Nokia,G300,2017-08-31,2021-04-07,2022-02-18,1632 days,Yes,No,Yes,Good,17.7,Good
412,Feature Phone,83955495,Samsung,225,2015-04-24,2021-01-23,2022-02-18,2492 days,No,Yes,No,Good,17.69,Good
413,Smart Phone,96931394,Blackberry,Q5,2014-04-23,2021-06-02,2022-02-18,2858 days,No,Yes,No,Good,19.45,Good
414,Feature Phone,85346420,Nokia,225,2017-09-25,2021-05-17,2022-02-18,1607 days,No,Yes,No,Poor,4.8,Poor
