,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
250,Smart Phone,12757800,Samsung,Galaxy S9,04-10-2019,30-03-2021,No,Yes,No,Poor,4.24,Average
251,Feature Phone,5003730,Samsung,6300,27-02-2020,10-02-2021,Yes,Yes,Yes,Average,3.7,Poor
252,Feature Phone,28291206,Nokia,8000,07-03-2019,15-04-2021,No,Yes,Yes,Poor,4.7,Good
253,Smart Phone,34064818,Oppo,A11k,07-08-2016,07-03-2021,No,Yes,No,Poor,3.1,Average
254,Laptop,67211159,Dell,Vostro,25-02-2018,25-02-2021,No,No,Yes,Poor,1.75,Poor
255,Laptop,76761553,Lenovo,ThinkPad,11-09-2018,23-02-2021,No,Yes,No,Poor,4.85,Poor
256,Feature Phone,36449149,Nokia,6300,30-11-2014,05-07-2021,No,Yes,Yes,Poor,2.49,Average
257,Smart Phone,42585879,Apple,Iphone 13,03-07-2017,09-02-2021,No,No,No,Good,12.44,Good
258,Feature Phone,40570358,Nokia,225,12-03-2015,06-02-2021,No,Yes,No,Good,17.35,Good
259,Feature Phone,9127081,Nokia,5310,08-08-2018,04-05-2021,No,No,No,Average,9.59,Poor
260,Smart Phone,15319890,Nokia,X20,14-06-2014,30-06-2021,Yes,Yes,Yes,Good,10.77,Poor
261,Laptop,36642717,Dell,Vostro,18-02-2020,24-06-2021,Yes,No,Yes,Average,6.1,Good
262,Smart Phone,59330639,Blackberry,Aurora,19-11-2015,14-06-2021,No,No,Yes,Good,17.76,Good
263,Feature Phone,59304838,Samsung,8000,14-10-2015,28-01-2021,No,Yes,No,Good,11.28,Poor
264,Feature Phone,47520134,Samsung,5310,09-03-2019,30-01-2021,No,No,No,Poor,1.21,Poor
265,Laptop,72771877,HP,Probook,17-12-2014,27-01-2021,No,No,Yes,Poor,1.33,Poor
266,Smart Phone,61398924,Blackberry,Torch,11-10-2020,26-05-2021,No,Yes,Yes,Poor,2.11,Average
267,Feature Phone,21755941,Samsung,8000,13-12-2020,22-05-2021,No,No,Yes,Poor,2.5,Good
268,Laptop,50603398,HP,Probook,04-01-2020,20-05-2021,No,No,No,Average,7.3,Poor
269,Laptop,74324446,HP,Pavilion,25-11-2020,17-03-2021,Yes,No,Yes,Average,7.56,Poor
270,Laptop,29141173,Dell,Inspiron,11-04-2016,11-03-2021,No,Yes,No,Average,8.25,Good
271,Laptop,51021320,Lenovo,Ideapad,01-02-2014,24-04-2021,No,No,Yes,Average,3.61,Average
272,Smart Phone,42653639,Samsung,Galaxy A6,25-11-2014,18-04-2021,Yes,Yes,Yes,Poor,3.65,Poor
273,Laptop,52874017,Dell,Inspiron,02-03-2020,25-01-2021,No,No,No,Average,1.38,Average
274,Smart Phone,70064728,OnePlus,OnePlus 7,11-11-2017,27-03-2021,Yes,Yes,Yes,Poor,1.36,Good
275,Feature Phone,41011911,Samsung,215,09-03-2019,23-01-2021,No,Yes,No,Good,17.38,Poor
276,Laptop,9254527,Apple,MacBook,02-04-2014,30-05-2021,No,Yes,Yes,Average,9.85,Average
277,Feature Phone,28336624,Samsung,8000,24-01-2017,11-01-2021,No,Yes,No,Poor,3.58,Good
278,Smart Phone,48875936,Oppo,A11k,10-04-2018,06-04-2021,No,No,No,Poor,4.44,Average
279,Smart Phone,19692067,Samsung,Galaxy A6,16-04-2014,06-07-2021,No,Yes,Yes,Good,12.77,Poor
280,Feature Phone,64191942,Samsung,5310,06-12-2017,04-03-2021,No,Yes,No,Good,17.34,Good
281,Smart Phone,30617179,Nokia,X10,28-10-2014,01-01-2021,No,No,No,Good,1.28,Good
282,Feature Phone,49438284,Samsung,125,20-09-2018,26-06-2021,No,Yes,No,Poor,3.36,Average
283,Feature Phone,53407412,Samsung,8000,20-12-2015,21-07-2021,No,Yes,No,Average,5.89,Good
284,Laptop,13903992,Apple,MacBook,01-01-2018,09-02-2021,Yes,No,Yes,Average,2.69,Good
285,Laptop,94114584,Lenovo,Ideapad,07-11-2014,08-07-2021,No,Yes,No,Poor,2.16,Average
286,Feature Phone,20786564,Nokia,8000,10-12-2018,16-04-2021,No,Yes,Yes,Good,15.5,Average
287,Laptop,852128,Lenovo,ThinkPad,14-04-2020,31-05-2021,No,No,No,Poor,2.28,Good
288,Feature Phone,69363061,Samsung,8000,12-01-2015,24-06-2021,No,No,Yes,Average,4.1,Poor
289,Feature Phone,6132606,Samsung,125,12-03-2020,23-03-2021,No,Yes,Yes,Good,4.17,Good
290,Smart Phone,87446920,OnePlus,OnePlus 7,14-02-2017,11-01-2021,No,Yes,No,Average,5.85,Average
291,Feature Phone,57288352,Samsung,6300,24-05-2018,08-02-2021,No,Yes,No,Good,10.65,Good
292,Smart Phone,43974986,Apple,Iphone XS,02-04-2017,08-01-2021,No,Yes,No,Good,13.8,Poor
293,Laptop,90544408,Apple,ProBook,23-03-2016,02-03-2021,Yes,No,Yes,Average,1.68,Poor
294,Feature Phone,90915086,Samsung,6300,11-10-2014,24-05-2021,Yes,Yes,Yes,Good,15.72,Good
295,Laptop,46593962,HP,Pavilion,29-09-2019,24-07-2021,No,No,Yes,Poor,3.23,Average
296,Feature Phone,54387874,Samsung,8000,16-04-2020,16-04-2021,No,No,No,Poor,2.87,Good
297,Smart Phone,35126607,OnePlus,OnePlus nord,21-07-2018,11-04-2021,Yes,Yes,Yes,Average,1.46,Poor
298,Feature Phone,16568693,Nokia,125,18-06-2019,28-05-2021,No,No,No,Average,3.37,Poor
299,Smart Phone,64771649,Oppo,A52,29-06-2020,25-03-2021,No,Yes,Yes,Average,9.44,Good
300,Feature Phone,56172911,Nokia,6300,02-10-2017,21-04-2021,No,No,No,Average,8.25,Average
301,Feature Phone,27284742,Nokia,5310,09-12-2016,05-01-2021,No,Yes,No,Average,3.92,Good
302,Feature Phone,102353,Nokia,5310,25-03-2015,04-03-2021,No,No,No,Average,7.12,Average
303,Smart Phone,79192095,Samsung,Galaxy Note 9,28-10-2020,31-01-2021,No,No,No,Poor,3.89,Good
304,Smart Phone,694735,Nokia,X20,07-02-2018,09-08-2021,No,No,Yes,Poor,3.5,Average
305,Feature Phone,35582724,Nokia,5310,23-05-2014,27-07-2021,No,Yes,No,Good,19.29,Poor
306,Smart Phone,57419404,Nokia,T20,30-12-2018,12-06-2021,No,Yes,No,Poor,3.79,Average
307,Smart Phone,85115460,Nokia,X100,23-03-2014,13-04-2021,No,Yes,No,Good,11.86,Average
308,Laptop,43584697,Dell,Inspiron,12-05-2017,29-06-2021,No,No,Yes,Average,4.89,Good
309,Smart Phone,34806074,Apple,Iphone 5,07-12-2017,07-07-2021,No,Yes,No,Average,7.74,Average
310,Smart Phone,32931174,Oppo,A52,13-04-2015,18-07-2021,No,No,No,Average,8.21,Average
311,Feature Phone,48113465,Nokia,6300,10-12-2020,31-03-2021,No,Yes,Yes,Good,19.83,Average
312,Laptop,28406969,Lenovo,ThinkPad,06-08-2016,13-05-2021,Yes,No,Yes,Poor,1.78,Poor
313,Smart Phone,18432053,Nokia,X100,03-01-2017,21-01-2021,No,Yes,Yes,Average,8.55,Poor
314,Feature Phone,14363443,Nokia,6300,26-08-2019,30-03-2021,No,Yes,Yes,Average,1.31,Good
315,Smart Phone,47060838,OnePlus,OnePlus 7pro,17-06-2016,05-05-2021,Yes,No,Yes,Average,4.2,Average
316,Feature Phone,64612249,Nokia,125,10-03-2016,12-02-2021,Yes,No,Yes,Good,9.22,Poor
317,Smart Phone,47124837,Blackberry,Q5,22-10-2020,13-03-2021,No,Yes,No,Poor,2.75,Good
318,Laptop,82420222,Lenovo,Ideapad,14-10-2020,12-01-2021,Yes,Yes,Yes,Poor,2.67,Poor
319,Laptop,37728762,HP,Probook,20-11-2019,19-03-2021,No,No,No,Good,15.26,Average
320,Feature Phone,40249360,Nokia,215,29-01-2017,15-07-2021,No,Yes,No,Average,1.5,Average
321,Laptop,70695533,Dell,Inspiron,21-03-2015,30-06-2021,No,Yes,Yes,Average,8.18,Poor
322,Laptop,57790770,HP,Probook,26-03-2018,23-06-2021,No,No,No,Good,16.95,Good
323,Feature Phone,89384787,Samsung,125,02-06-2016,12-01-2021,Yes,Yes,Yes,Poor,4.29,Average
324,Laptop,61248472,Apple,MacBook,30-05-2019,07-02-2021,Yes,No,Yes,Good,10.6,Poor
325,Laptop,76905322,Apple,MacBook,21-01-2019,02-03-2021,Yes,No,Yes,Average,5.41,Poor
326,Feature Phone,86903851,Samsung,225,16-07-2014,08-05-2021,No,Yes,No,Good,16.54,Good
327,Laptop,65358184,Apple,ProBook,24-07-2015,16-04-2021,No,Yes,No,Good,16.9,Poor
328,Laptop,41385562,HP,Probook,03-08-2017,04-05-2021,No,No,Yes,Good,19.96,Average
329,Feature Phone,67585656,Nokia,5310,01-04-2015,26-02-2021,No,No,No,Average,4.52,Good
330,Laptop,61421721,Apple,MacBook,08-04-2017,15-01-2021,No,No,No,Average,5.28,Average
331,Laptop,62788519,Dell,Vostro,18-10-2016,28-01-2021,No,Yes,No,Good,4.13,Average
332,Laptop,56078411,Lenovo,Ideapad,06-01-2020,16-07-2021,No,No,No,Average,7.4,Poor
333,Laptop,64018836,HP,Probook,07-08-2020,25-07-2021,No,Yes,Yes,Average,4.8,Poor
334,Feature Phone,23740150,Nokia,5310,06-09-2019,02-07-2021,Yes,Yes,Yes,Good,16.97,Good
335,Smart Phone,4394303,Nokia,G50,03-02-2014,04-08-2021,Yes,No,Yes,Good,13.46,Good
336,Feature Phone,87377415,Nokia,6300,23-07-2014,01-08-2021,Yes,Yes,Yes,Poor,3.74,Average
337,Laptop,28928775,HP,EliteBook,07-02-2014,02-06-2021,No,No,No,Average,8.87,Average
338,Feature Phone,27145524,Nokia,5310,16-11-2018,24-01-2021,No,Yes,No,Good,11.94,Good
339,Laptop,93224963,HP,EliteBook,09-11-2015,03-06-2021,No,Yes,No,Good,2.23,Average
340,Feature Phone,14517273,Samsung,8000,07-02-2020,01-01-2021,No,No,No,Poor,3.52,Good
341,Laptop,28872498,Dell,Vostro,06-03-2019,25-07-2021,No,No,Yes,Average,6.5,Average
342,Feature Phone,15223340,Nokia,125,18-07-2017,12-07-2021,Yes,Yes,Yes,Poor,2.28,Good
343,Smart Phone,46207029,Nokia,T20,02-06-2018,21-02-2021,No,No,No,Poor,1.84,Poor
344,Smart Phone,71668772,Apple,Iphone SE,20-07-2015,24-07-2021,No,Yes,Yes,Average,9.88,Average
345,Feature Phone,8398949,Samsung,225,12-11-2015,12-03-2021,Yes,Yes,Yes,Average,3.36,Poor
346,Laptop,26033624,Apple,ProBook,30-12-2016,06-08-2021,No,No,No,Poor,1.53,Good
347,Laptop,2720234,HP,Pavilion,15-08-2016,16-06-2021,No,Yes,No,Poor,3.83,Good
348,Feature Phone,55329590,Samsung,6300,01-08-2015,09-01-2021,No,Yes,No,Good,4.3,Average
349,Laptop,58310175,Lenovo,Ideapad,01-08-2017,21-03-2021,No,Yes,Yes,Poor,1.76,Poor
350,Feature Phone,47297593,Nokia,215,11-06-2019,02-01-2021,No,No,No,Poor,1.6,Poor
351,Feature Phone,76666001,Samsung,5310,19-06-2020,31-03-2021,No,Yes,Yes,Average,8.24,Poor
352,Feature Phone,49343359,Nokia,6300,29-07-2020,25-04-2021,No,Yes,No,Average,2.87,Average
353,Feature Phone,32346862,Samsung,5310,06-06-2019,27-03-2021,No,Yes,Yes,Poor,1.11,Average
354,Smart Phone,72041185,Oppo,A52,16-01-2016,03-05-2021,Yes,Yes,Yes,Average,2.95,Average
355,Feature Phone,97821076,Nokia,125,01-06-2017,11-03-2021,No,No,Yes,Good,4.89,Poor
356,Feature Phone,68947101,Samsung,215,19-05-2016,13-03-2021,No,No,No,Poor,2.49,Average
357,Smart Phone,46062529,Apple,Iphone 11,24-09-2016,08-04-2021,Yes,Yes,Yes,Good,17.24,Average
358,Smart Phone,60383815,Nokia,C20 Plus,06-09-2018,23-02-2021,No,Yes,No,Poor,3.34,Average
359,Smart Phone,17080255,Nokia,X100,16-08-2014,25-02-2021,No,No,No,Average,8.58,Average
360,Feature Phone,79169981,Nokia,5310,03-11-2018,14-02-2021,No,No,No,Average,7.17,Poor
361,Smart Phone,373227,Blackberry,Leap,25-02-2016,01-01-2021,Yes,Yes,Yes,Average,1.3,Good
362,Feature Phone,56128093,Nokia,8000,14-09-2017,20-02-2021,No,No,Yes,Good,2.56,Average
363,Laptop,45138485,Apple,ProBook,23-06-2014,05-01-2021,Yes,Yes,Yes,Average,1.42,Good
364,Laptop,47224728,Dell,Vostro,06-05-2019,15-01-2021,No,No,No,Good,8.36,Good
365,Smart Phone,25902549,Nokia,G50,03-05-2016,17-05-2021,No,No,No,Good,19.73,Good
366,Smart Phone,55754934,Blackberry,Torch,06-08-2019,06-02-2021,No,Yes,Yes,Good,1.32,Poor
367,Smart Phone,52412042,OnePlus,OnePlus 6T,26-11-2016,02-06-2021,Yes,Yes,Yes,Average,4.49,Average
368,Feature Phone,97453628,Samsung,125,27-01-2015,09-07-2021,Yes,Yes,Yes,Poor,1.21,Good
369,Feature Phone,69764714,Samsung,8000,04-11-2015,23-05-2021,No,Yes,No,Good,14.47,Good
370,Smart Phone,64314877,Oppo,Find 7,02-03-2014,25-02-2021,No,Yes,Yes,Good,7.54,Good
371,Laptop,12275083,Apple,ProBook,28-07-2019,06-06-2021,No,No,Yes,Poor,1.43,Good
372,Feature Phone,27076422,Nokia,5310,15-10-2020,10-02-2021,No,No,Yes,Poor,1.78,Good
373,Smart Phone,7775574,Nokia,T20,21-12-2020,18-03-2021,No,Yes,Yes,Poor,2.3,Average
374,Smart Phone,69468667,Blackberry,Q10,18-04-2014,08-02-2021,No,No,No,Average,3.8,Poor
375,Smart Phone,36030248,Apple,Iphone XS,08-11-2019,24-07-2021,Yes,Yes,Yes,Poor,2.31,Poor
376,Laptop,47689237,Lenovo,Ideapad,08-07-2019,27-05-2021,No,Yes,Yes,Good,7.23,Poor
377,Laptop,25767575,HP,EliteBook,11-12-2019,14-05-2021,No,No,Yes,Average,4.1,Poor
378,Feature Phone,1532111,Samsung,225,06-02-2016,16-07-2021,No,Yes,No,Average,5.8,Average
379,Laptop,87762587,Lenovo,ThinkPad,08-03-2020,28-06-2021,Yes,No,Yes,Average,6.56,Average
380,Feature Phone,52633973,Samsung,225,01-03-2015,30-03-2021,No,Yes,Yes,Good,11.28,Poor
381,Feature Phone,51214609,Samsung,125,06-03-2014,20-03-2021,No,No,No,Poor,1.58,Average
382,Smart Phone,66584490,Blackberry,Torch,09-05-2018,25-07-2021,Yes,No,Yes,Poor,2.62,Average
383,Smart Phone,66147121,Samsung,Galaxy S9,26-01-2015,18-07-2021,No,Yes,Yes,Poor,1.68,Average
384,Laptop,77715289,HP,EliteBook,21-06-2015,14-04-2021,No,No,No,Poor,3.23,Poor
385,Feature Phone,7005251,Nokia,125,01-02-2014,19-04-2021,No,Yes,No,Average,1.38,Poor
386,Smart Phone,41685099,Oppo,A52,07-07-2015,17-02-2021,Yes,No,Yes,Good,10.23,Poor
387,Feature Phone,89453490,Nokia,6300,19-09-2017,17-04-2021,No,Yes,No,Average,6.68,Average
388,Smart Phone,3681527,Blackberry,Curve,30-08-2017,17-07-2021,No,Yes,No,Good,2.33,Poor
389,Feature Phone,33419145,Nokia,215,11-09-2017,29-04-2021,No,No,Yes,Good,17.91,Average
390,Laptop,53634788,Apple,MacBook,31-08-2017,22-02-2021,No,No,Yes,Good,4.43,Poor
391,Laptop,68513641,HP,EliteBook,18-10-2017,17-06-2021,No,No,No,Good,18.9,Poor
392,Smart Phone,72152737,OnePlus,OnePlus 9R,04-12-2018,26-03-2021,No,No,No,Good,8.49,Good
393,Smart Phone,54829244,OnePlus,OnePlus 7T,22-02-2016,03-04-2021,No,No,Yes,Poor,4.35,Good
394,Smart Phone,38810947,OnePlus,OnePlus 8,01-04-2017,05-07-2021,No,No,Yes,Poor,4.39,Good
395,Feature Phone,40108889,Samsung,8000,05-04-2015,29-01-2021,No,Yes,No,Good,2.96,Good
396,Feature Phone,59074328,Samsung,215,29-06-2017,07-02-2021,No,Yes,No,Poor,1.2,Good
397,Laptop,8068163,HP,Pavilion,01-09-2017,26-04-2021,No,Yes,No,Good,7.26,Average
398,Laptop,4250982,HP,EliteBook,22-09-2014,19-05-2021,No,No,Yes,Good,15.52,Average
399,Feature Phone,94985962,Nokia,8000,20-11-2016,19-04-2021,No,No,No,Good,18.44,Poor
400,Laptop,22700292,Apple,ProBook,25-06-2014,15-02-2021,Yes,No,Yes,Poor,3.84,Poor
401,Feature Phone,42220640,Nokia,6300,22-10-2014,03-02-2021,No,Yes,Yes,Poor,4.22,Poor
402,Feature Phone,42796374,Nokia,8000,25-09-2016,21-02-2021,Yes,No,Yes,Poor,3.29,Poor
403,Laptop,60528810,HP,EliteBook,12-05-2018,27-04-2021,No,No,No,Good,2.5,Average
404,Smart Phone,64843421,Nokia,G50,09-10-2016,17-03-2021,No,Yes,No,Poor,1.35,Good
405,Smart Phone,37948320,Nokia,C20 Plus,18-06-2018,18-02-2021,No,Yes,No,Good,12,Poor
406,Smart Phone,31991544,OnePlus,OnePlus nord,25-12-2015,12-07-2021,No,Yes,Yes,Poor,2.14,Poor
407,Feature Phone,45899959,Nokia,6300,08-02-2020,21-06-2021,No,Yes,No,Poor,4.71,Poor
408,Smart Phone,33124087,Oppo,A3s,14-03-2020,27-06-2021,No,Yes,No,Poor,2.81,Poor
409,Smart Phone,30156708,Oppo,Joy,30-03-2019,10-03-2021,No,Yes,Yes,Poor,2.74,Average
410,Feature Phone,73865926,Samsung,125,07-11-2020,31-07-2021,No,Yes,Yes,Poor,2.45,Average
411,Feature Phone,75059514,Samsung,8000,02-06-2016,10-05-2021,Yes,Yes,Yes,Poor,3.63,Average
412,Laptop,40795430,HP,Probook,20-08-2016,13-02-2021,No,Yes,Yes,Average,5.69,Good
413,Feature Phone,72530450,Nokia,225,30-06-2017,09-02-2021,No,No,Yes,Poor,1.79,Poor
414,Feature Phone,79181365,Samsung,125,25-11-2020,29-03-2021,No,No,No,Poor,3.49,Average
415,Smart Phone,68226558,Nokia,X100,26-08-2016,23-03-2021,No,No,Yes,Good,5.17,Average
416,Laptop,76279393,Dell,Inspiron,31-08-2015,14-06-2021,No,No,Yes,Average,1.84,Good
417,Feature Phone,29703302,Nokia,6300,31-08-2017,23-07-2021,No,No,No,Poor,2.88,Average
418,Laptop,88902647,Apple,ProBook,17-08-2019,11-02-2021,No,No,No,Average,8.39,Good
419,Smart Phone,35625469,Samsung,Galaxy S9,14-09-2019,08-06-2021,No,No,No,Poor,2.23,Poor
420,Laptop,54606227,Dell,Vostro,21-02-2015,25-06-2021,No,Yes,Yes,Good,6.27,Good
421,Smart Phone,88848044,Apple,Iphone 5S,11-01-2017,21-04-2021,No,Yes,No,Average,8.36,Average
422,Laptop,79631464,HP,Pavilion,30-09-2017,27-01-2021,No,No,Yes,Good,13.67,Average
423,Smart Phone,47631946,OnePlus,OnePlus 6,21-01-2016,16-02-2021,Yes,No,Yes,Good,3.86,Poor
424,Smart Phone,42387534,Nokia,T20,13-08-2020,11-04-2021,No,No,No,Poor,2.61,Average
425,Feature Phone,95537931,Samsung,225,29-05-2020,22-06-2021,Yes,No,Yes,Poor,3.39,Good
426,Laptop,89847442,HP,Probook,03-01-2014,24-01-2021,No,Yes,No,Poor,1.94,Good
427,Smart Phone,59748779,Apple,Iphone 12,20-07-2015,19-05-2021,No,Yes,Yes,Poor,4.96,Average
428,Laptop,69755934,Lenovo,ThinkPad,04-03-2017,30-05-2021,No,Yes,Yes,Poor,4.38,Poor
429,Feature Phone,85934450,Nokia,5310,20-04-2016,13-04-2021,No,No,No,Good,18.7,Good
430,Smart Phone,81521098,Oppo,Joy,27-07-2015,21-07-2021,No,Yes,Yes,Average,5.61,Average
431,Smart Phone,92702615,Samsung,Galaxy J7 duo,10-02-2018,14-01-2021,No,Yes,No,Average,7.4,Average
432,Feature Phone,99176624,Samsung,215,16-12-2019,21-01-2021,No,Yes,Yes,Average,8.98,Poor
433,Laptop,75342302,HP,Pavilion,15-11-2020,05-06-2021,No,No,No,Good,15.5,Good
434,Feature Phone,65981375,Samsung,6300,29-11-2020,24-07-2021,Yes,Yes,Yes,Good,13.41,Average
435,Feature Phone,61297869,Nokia,215,07-01-2014,22-01-2021,No,Yes,No,Poor,2.28,Poor
436,Smart Phone,49546200,Nokia,X100,04-03-2014,27-02-2021,No,Yes,Yes,Poor,4.51,Good
437,Smart Phone,81987726,Blackberry,Leap,17-01-2020,11-02-2021,No,Yes,No,Average,9.61,Poor
438,Feature Phone,33847245,Samsung,8000,29-01-2016,18-05-2021,No,Yes,No,Poor,4.61,Average
439,Smart Phone,42932758,Blackberry,Aurora,06-02-2015,12-05-2021,No,No,No,Poor,1.43,Poor
440,Smart Phone,5175031,Blackberry,Keyone,23-12-2014,06-02-2021,Yes,Yes,Yes,Average,6.74,Poor
441,Smart Phone,74611690,Oppo,Neo,08-05-2014,08-03-2021,No,No,Yes,Good,13.76,Poor
442,Feature Phone,33149103,Samsung,225,11-07-2014,22-05-2021,No,Yes,No,Average,7.25,Poor
443,Laptop,35654889,HP,Probook,03-01-2014,08-06-2021,No,No,No,Average,4.97,Average
444,Smart Phone,26975153,Samsung,Galaxy A6,28-08-2014,18-06-2021,No,No,No,Good,5.75,Average
445,Laptop,43659685,HP,Probook,12-10-2018,19-02-2021,No,No,No,Poor,2.1,Good
446,Feature Phone,3163245,Samsung,5310,04-03-2018,27-07-2021,No,No,Yes,Good,18.96,Average
447,Smart Phone,73860259,Oppo,Find 7,27-11-2015,04-06-2021,No,Yes,No,Average,6.38,Average
448,Feature Phone,13002978,Samsung,125,16-05-2015,19-04-2021,No,Yes,Yes,Poor,3.46,Average
449,Laptop,40369884,Lenovo,Ideapad,17-07-2019,26-02-2021,Yes,No,Yes,Good,1.33,Average
450,Feature Phone,59427131,Nokia,5310,22-03-2014,20-06-2021,No,No,No,Average,3.8,Average
451,Smart Phone,84291240,Nokia,X100,09-10-2020,17-05-2021,No,Yes,Yes,Average,8.13,Poor
452,Smart Phone,39541017,Nokia,X20,03-10-2014,01-05-2021,No,No,No,Good,6.29,Good
453,Laptop,41693346,Lenovo,Ideapad,10-09-2020,29-05-2021,No,Yes,No,Good,13.5,Poor
454,Laptop,74996698,Lenovo,ThinkPad,22-02-2019,27-03-2021,No,Yes,No,Poor,3.59,Poor
455,Feature Phone,88091389,Samsung,225,16-06-2016,09-08-2021,Yes,No,Yes,Good,19.5,Poor
456,Laptop,82026530,Dell,Vostro,12-10-2017,23-01-2021,No,Yes,No,Average,7.86,Average
457,Laptop,29313297,Apple,ProBook,23-12-2015,22-07-2021,No,No,No,Good,4.68,Poor
458,Laptop,67071906,Dell,Inspiron,29-12-2014,06-03-2021,No,Yes,No,Good,17.84,Poor
459,Laptop,49302677,Dell,Inspiron,27-02-2014,25-04-2021,No,Yes,No,Poor,2.33,Poor
460,Feature Phone,10254806,Nokia,125,30-12-2016,02-04-2021,No,Yes,No,Average,1.38,Good
461,Laptop,29529940,Apple,ProBook,14-09-2014,07-01-2021,Yes,Yes,Yes,Average,8.9,Good
462,Laptop,34806906,Lenovo,Ideapad,04-11-2017,13-05-2021,No,No,No,Poor,2.13,Poor
463,Laptop,81695270,Apple,ProBook,02-02-2016,05-06-2021,Yes,No,Yes,Good,10.69,Poor
464,Smart Phone,35325895,Nokia,G300,13-06-2020,23-02-2021,Yes,No,Yes,Average,2.77,Poor
465,Feature Phone,30464957,Samsung,215,30-07-2016,16-07-2021,No,No,Yes,Average,8.4,Average
466,Feature Phone,3170182,Samsung,6300,22-04-2020,19-05-2021,No,Yes,No,Average,1.23,Good
467,Laptop,12737383,Lenovo,Ideapad,14-02-2017,28-03-2021,Yes,Yes,Yes,Good,12.6,Poor
468,Laptop,77344359,Apple,MacBook,30-09-2019,12-07-2021,No,Yes,No,Poor,2.2,Poor
469,Smart Phone,63191233,Nokia,T20,19-07-2015,09-06-2021,No,No,Yes,Poor,1.44,Good
470,Laptop,93866071,Dell,Vostro,26-01-2014,21-03-2021,No,No,No,Good,12.8,Good
471,Feature Phone,29850983,Samsung,5310,03-04-2020,25-03-2021,Yes,No,Yes,Poor,4.82,Average
472,Feature Phone,80462996,Samsung,215,06-07-2018,14-02-2021,Yes,No,Yes,Poor,4.72,Poor
473,Smart Phone,12339426,Samsung,Galaxy A6,03-02-2017,18-07-2021,No,No,No,Average,6.26,Good
474,Feature Phone,33667645,Samsung,125,09-01-2014,08-02-2021,Yes,No,Yes,Poor,4.6,Poor
475,Smart Phone,30546653,Samsung,Galaxy J7 duo,20-08-2020,26-03-2021,Yes,Yes,Yes,Good,11.3,Average
476,Laptop,35230571,Lenovo,ThinkPad,31-05-2015,03-02-2021,Yes,No,Yes,Average,3.91,Poor
477,Laptop,50172290,Apple,MacBook,12-03-2014,17-01-2021,Yes,No,Yes,Poor,2.22,Good
478,Smart Phone,927055,Oppo,A3s,04-09-2019,12-03-2021,Yes,No,Yes,Poor,2.3,Good
479,Feature Phone,69695582,Nokia,125,26-05-2015,18-05-2021,No,No,Yes,Average,8.66,Poor
480,Laptop,66933410,Dell,Vostro,13-01-2014,11-01-2021,No,No,Yes,Good,2.87,Average
481,Smart Phone,57368061,Apple,Iphone X,25-05-2016,01-07-2021,No,No,No,Good,9.1,Average
482,Smart Phone,41354810,Apple,Iphone XR,07-08-2015,03-02-2021,No,No,Yes,Poor,2.13,Average
483,Feature Phone,63207699,Samsung,8000,07-03-2019,15-05-2021,Yes,Yes,Yes,Average,6.95,Good
484,Smart Phone,79512329,Blackberry,Q5,12-11-2018,05-04-2021,No,No,No,Poor,3.39,Average
485,Smart Phone,13880415,Nokia,G50,16-02-2019,28-05-2021,Yes,Yes,Yes,Good,9.39,Good
486,Smart Phone,4000877,Samsung,Galaxy S9,08-10-2016,28-06-2021,Yes,Yes,Yes,Poor,3.79,Good
487,Feature Phone,64814254,Samsung,225,03-11-2015,20-02-2021,No,No,No,Good,17.68,Poor
488,Laptop,1231816,HP,Probook,26-07-2016,06-07-2021,No,No,Yes,Average,8.93,Good
489,Laptop,18273144,HP,Probook,16-12-2019,11-03-2021,Yes,Yes,Yes,Good,7.9,Good
490,Feature Phone,79651608,Samsung,125,16-07-2016,01-03-2021,No,No,Yes,Average,2.92,Good
491,Feature Phone,89561843,Samsung,125,26-08-2015,01-06-2021,No,Yes,No,Average,3.72,Good
492,Laptop,13458874,Apple,ProBook,15-10-2017,23-04-2021,No,No,Yes,Poor,2.3,Good
493,Laptop,31222716,Apple,MacBook,18-03-2017,07-02-2021,No,Yes,No,Poor,4.19,Poor
494,Laptop,73079026,HP,Probook,24-01-2015,18-06-2021,No,No,No,Good,6.86,Good
495,Laptop,72551677,HP,EliteBook,21-08-2015,02-01-2021,No,Yes,No,Good,6.25,Average
496,Smart Phone,43678488,Nokia,XR20,20-04-2014,07-01-2021,No,Yes,No,Poor,2.46,Average
497,Laptop,4564386,Dell,Inspiron,27-06-2015,27-06-2021,No,No,No,Poor,3.98,Good
498,Laptop,21675539,Apple,MacBook,23-12-2020,05-03-2021,Yes,Yes,Yes,Average,5.7,Average
499,Smart Phone,11022985,Blackberry,Keyone,22-11-2014,21-05-2021,No,Yes,Yes,Good,19.45,Average
500,Feature Phone,68915742,Nokia,125,09-02-2020,21-04-2021,No,No,No,Poor,1.8,Good
501,Smart Phone,70401875,Nokia,XR20,19-05-2017,18-06-2021,No,No,Yes,Poor,4.17,Average
502,Smart Phone,38323515,Samsung,Galaxy Note 9,07-03-2015,09-06-2021,No,No,No,Poor,4.11,Poor
503,Laptop,16437074,HP,Probook,03-10-2018,25-03-2021,No,Yes,No,Good,16.26,Average
